,年齢階級,運動習慣の有無,性別,歩行数,時間軸(年次),人数,割合
952,40歳-49歳,無_その他,総数,"6,000歩-7,999歩",2009年,112.0,21.7
953,40歳-49歳,無_その他,総数,"6,000歩-7,999歩",2010年,97.0,21.8
954,40歳-49歳,無_その他,総数,"8,000歩-9,999歩",2009年,91.0,17.7
955,40歳-49歳,無_その他,総数,"8,000歩-9,999歩",2010年,81.0,18.2
956,40歳-49歳,無_その他,総数,総数,2009年,515.0,100.0
957,40歳-49歳,無_その他,総数,総数,2010年,445.0,100.0
958,40歳-49歳,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,160.0,31.1
959,40歳-49歳,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,119.0,26.7
960,40歳-49歳,無_健康上の理由,女性,"10,000歩以上",2009年,1.0,10.0
961,40歳-49歳,無_健康上の理由,女性,"10,000歩以上",2010年,2.0,18.2
962,40歳-49歳,無_健康上の理由,女性,"2,000歩-3,999歩",2009年,2.0,20.0
963,40歳-49歳,無_健康上の理由,女性,"2,000歩-3,999歩",2010年,2.0,18.2
964,40歳-49歳,無_健康上の理由,女性,"2,000歩未満",2009年,1.0,10.0
965,40歳-49歳,無_健康上の理由,女性,"2,000歩未満",2010年,0.0,0.0
966,40歳-49歳,無_健康上の理由,女性,"4,000歩-5,999歩",2009年,5.0,50.0
967,40歳-49歳,無_健康上の理由,女性,"4,000歩-5,999歩",2010年,3.0,27.3
968,40歳-49歳,無_健康上の理由,女性,"6,000歩-7,999歩",2009年,0.0,0.0
969,40歳-49歳,無_健康上の理由,女性,"6,000歩-7,999歩",2010年,2.0,18.2
970,40歳-49歳,無_健康上の理由,女性,"8,000歩-9,999歩",2009年,1.0,10.0
971,40歳-49歳,無_健康上の理由,女性,"8,000歩-9,999歩",2010年,2.0,18.2
972,40歳-49歳,無_健康上の理由,女性,総数,2009年,10.0,100.0
973,40歳-49歳,無_健康上の理由,女性,総数,2010年,11.0,100.0
974,40歳-49歳,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,2.0,20.0
975,40歳-49歳,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,4.0,36.4
976,40歳-49歳,無_健康上の理由,男性,"10,000歩以上",2009年,2.0,25.0
977,40歳-49歳,無_健康上の理由,男性,"10,000歩以上",2010年,0.0,0.0
978,40歳-49歳,無_健康上の理由,男性,"2,000歩-3,999歩",2009年,3.0,37.5
979,40歳-49歳,無_健康上の理由,男性,"2,000歩-3,999歩",2010年,1.0,20.0
980,40歳-49歳,無_健康上の理由,男性,"2,000歩未満",2009年,0.0,0.0
981,40歳-49歳,無_健康上の理由,男性,"2,000歩未満",2010年,0.0,0.0
982,40歳-49歳,無_健康上の理由,男性,"4,000歩-5,999歩",2009年,2.0,25.0
983,40歳-49歳,無_健康上の理由,男性,"4,000歩-5,999歩",2010年,1.0,20.0
984,40歳-49歳,無_健康上の理由,男性,"6,000歩-7,999歩",2009年,1.0,12.5
985,40歳-49歳,無_健康上の理由,男性,"6,000歩-7,999歩",2010年,2.0,40.0
986,40歳-49歳,無_健康上の理由,男性,"8,000歩-9,999歩",2009年,0.0,0.0
987,40歳-49歳,無_健康上の理由,男性,"8,000歩-9,999歩",2010年,1.0,20.0
988,40歳-49歳,無_健康上の理由,男性,総数,2009年,8.0,100.0
989,40歳-49歳,無_健康上の理由,男性,総数,2010年,5.0,100.0
990,40歳-49歳,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,2.0,25.0
991,40歳-49歳,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,0.0,0.0
992,40歳-49歳,無_健康上の理由,総数,"10,000歩以上",2009年,3.0,16.7
993,40歳-49歳,無_健康上の理由,総数,"10,000歩以上",2010年,2.0,12.5
994,40歳-49歳,無_健康上の理由,総数,"2,000歩-3,999歩",2009年,5.0,27.8
995,40歳-49歳,無_健康上の理由,総数,"2,000歩-3,999歩",2010年,3.0,18.8
996,40歳-49歳,無_健康上の理由,総数,"2,000歩未満",2009年,1.0,5.6
997,40歳-49歳,無_健康上の理由,総数,"2,000歩未満",2010年,0.0,0.0
998,40歳-49歳,無_健康上の理由,総数,"4,000歩-5,999歩",2009年,7.0,38.9
999,40歳-49歳,無_健康上の理由,総数,"4,000歩-5,999歩",2010年,4.0,25.0
1000,40歳-49歳,無_健康上の理由,総数,"6,000歩-7,999歩",2009年,1.0,5.6
1001,40歳-49歳,無_健康上の理由,総数,"6,000歩-7,999歩",2010年,4.0,25.0
1002,40歳-49歳,無_健康上の理由,総数,"8,000歩-9,999歩",2009年,1.0,5.6
1003,40歳-49歳,無_健康上の理由,総数,"8,000歩-9,999歩",2010年,3.0,18.8
1004,40歳-49歳,無_健康上の理由,総数,総数,2009年,18.0,100.0
1005,40歳-49歳,無_健康上の理由,総数,総数,2010年,16.0,100.0
1006,40歳-49歳,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,4.0,22.2
1007,40歳-49歳,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,4.0,25.0
1008,40歳-49歳,総数,女性,"10,000歩以上",2009年,95.0,23.4
1009,40歳-49歳,総数,女性,"10,000歩以上",2010年,57.0,16.9
1010,40歳-49歳,総数,女性,"2,000歩-3,999歩",2009年,54.0,13.3
1011,40歳-49歳,総数,女性,"2,000歩-3,999歩",2010年,49.0,14.5
1012,40歳-49歳,総数,女性,"2,000歩未満",2009年,8.0,2.0
1013,40歳-49歳,総数,女性,"2,000歩未満",2010年,9.0,2.7
1014,40歳-49歳,総数,女性,"4,000歩-5,999歩",2009年,92.0,22.7
1015,40歳-49歳,総数,女性,"4,000歩-5,999歩",2010年,85.0,25.1
1016,40歳-49歳,総数,女性,"6,000歩-7,999歩",2009年,97.0,23.9
1017,40歳-49歳,総数,女性,"6,000歩-7,999歩",2010年,76.0,22.5
1018,40歳-49歳,総数,女性,"8,000歩-9,999歩",2009年,60.0,14.8
1019,40歳-49歳,総数,女性,"8,000歩-9,999歩",2010年,62.0,18.3
1020,40歳-49歳,総数,女性,総数,2009年,406.0,100.0
1021,40歳-49歳,総数,女性,総数,2010年,338.0,100.0
1022,40歳-49歳,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,139.0,34.2
1023,40歳-49歳,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,104.0,30.8
1024,40歳-49歳,総数,男性,"10,000歩以上",2009年,65.0,24.2
1025,40歳-49歳,総数,男性,"10,000歩以上",2010年,48.0,21.8
1026,40歳-49歳,総数,男性,"2,000歩-3,999歩",2009年,40.0,14.9
1027,40歳-49歳,総数,男性,"2,000歩-3,999歩",2010年,36.0,16.4
1028,40歳-49歳,総数,男性,"2,000歩未満",2009年,7.0,2.6
1029,40歳-49歳,総数,男性,"2,000歩未満",2010年,7.0,3.2
1030,40歳-49歳,総数,男性,"4,000歩-5,999歩",2009年,47.0,17.5
1031,40歳-49歳,総数,男性,"4,000歩-5,999歩",2010年,40.0,18.2
1032,40歳-49歳,総数,男性,"6,000歩-7,999歩",2009年,54.0,20.1
1033,40歳-49歳,総数,男性,"6,000歩-7,999歩",2010年,50.0,22.7
1034,40歳-49歳,総数,男性,"8,000歩-9,999歩",2009年,56.0,20.8
1035,40歳-49歳,総数,男性,"8,000歩-9,999歩",2010年,39.0,17.7
1036,40歳-49歳,総数,男性,総数,2009年,269.0,100.0
1037,40歳-49歳,総数,男性,総数,2010年,220.0,100.0
1038,40歳-49歳,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,86.0,32.0
1039,40歳-49歳,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,57.0,25.9
1040,40歳-49歳,総数,総数,"10,000歩以上",2009年,160.0,23.7
1041,40歳-49歳,総数,総数,"10,000歩以上",2010年,105.0,18.8
1042,40歳-49歳,総数,総数,"2,000歩-3,999歩",2009年,94.0,13.9
1043,40歳-49歳,総数,総数,"2,000歩-3,999歩",2010年,85.0,15.2
1044,40歳-49歳,総数,総数,"2,000歩未満",2009年,15.0,2.2
1045,40歳-49歳,総数,総数,"2,000歩未満",2010年,16.0,2.9
1046,40歳-49歳,総数,総数,"4,000歩-5,999歩",2009年,139.0,20.6
1047,40歳-49歳,総数,総数,"4,000歩-5,999歩",2010年,125.0,22.4
1048,40歳-49歳,総数,総数,"6,000歩-7,999歩",2009年,151.0,22.4
1049,40歳-49歳,総数,総数,"6,000歩-7,999歩",2010年,126.0,22.6
1050,40歳-49歳,総数,総数,"8,000歩-9,999歩",2009年,116.0,17.2
1051,40歳-49歳,総数,総数,"8,000歩-9,999歩",2010年,101.0,18.1
1052,40歳-49歳,総数,総数,総数,2009年,675.0,100.0
1053,40歳-49歳,総数,総数,総数,2010年,558.0,100.0
1054,40歳-49歳,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,225.0,33.3
1055,40歳-49歳,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,161.0,28.9
1056,50歳-59歳,有,女性,"10,000歩以上",2009年,40.0,36.4
1057,50歳-59歳,有,女性,"10,000歩以上",2010年,42.0,31.1
1058,50歳-59歳,有,女性,"2,000歩-3,999歩",2009年,6.0,5.5
1059,50歳-59歳,有,女性,"2,000歩-3,999歩",2010年,13.0,9.6
1060,50歳-59歳,有,女性,"2,000歩未満",2009年,4.0,3.6
1061,50歳-59歳,有,女性,"2,000歩未満",2010年,0.0,0.0
1062,50歳-59歳,有,女性,"4,000歩-5,999歩",2009年,24.0,21.8
1063,50歳-59歳,有,女性,"4,000歩-5,999歩",2010年,23.0,17.0
1064,50歳-59歳,有,女性,"6,000歩-7,999歩",2009年,14.0,12.7
1065,50歳-59歳,有,女性,"6,000歩-7,999歩",2010年,26.0,19.3
1066,50歳-59歳,有,女性,"8,000歩-9,999歩",2009年,22.0,20.0
1067,50歳-59歳,有,女性,"8,000歩-9,999歩",2010年,31.0,23.0
1068,50歳-59歳,有,女性,総数,2009年,110.0,100.0
1069,50歳-59歳,有,女性,総数,2010年,135.0,100.0
1070,50歳-59歳,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,58.0,52.7
1071,50歳-59歳,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,70.0,51.9
1072,50歳-59歳,有,男性,"10,000歩以上",2009年,28.0,38.4
1073,50歳-59歳,有,男性,"10,000歩以上",2010年,27.0,34.6
1074,50歳-59歳,有,男性,"2,000歩-3,999歩",2009年,6.0,8.2
1075,50歳-59歳,有,男性,"2,000歩-3,999歩",2010年,10.0,12.8
1076,50歳-59歳,有,男性,"2,000歩未満",2009年,2.0,2.7
1077,50歳-59歳,有,男性,"2,000歩未満",2010年,4.0,5.1
1078,50歳-59歳,有,男性,"4,000歩-5,999歩",2009年,11.0,15.1
1079,50歳-59歳,有,男性,"4,000歩-5,999歩",2010年,10.0,12.8
1080,50歳-59歳,有,男性,"6,000歩-7,999歩",2009年,12.0,16.4
1081,50歳-59歳,有,男性,"6,000歩-7,999歩",2010年,16.0,20.5
1082,50歳-59歳,有,男性,"8,000歩-9,999歩",2009年,14.0,19.2
1083,50歳-59歳,有,男性,"8,000歩-9,999歩",2010年,11.0,14.1
1084,50歳-59歳,有,男性,総数,2009年,73.0,100.0
1085,50歳-59歳,有,男性,総数,2010年,78.0,100.0
1086,50歳-59歳,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,30.0,41.1
1087,50歳-59歳,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,28.0,35.9
1088,50歳-59歳,有,総数,"10,000歩以上",2009年,68.0,37.2
1089,50歳-59歳,有,総数,"10,000歩以上",2010年,69.0,32.4
1090,50歳-59歳,有,総数,"2,000歩-3,999歩",2009年,12.0,6.6
1091,50歳-59歳,有,総数,"2,000歩-3,999歩",2010年,23.0,10.8
1092,50歳-59歳,有,総数,"2,000歩未満",2009年,6.0,3.3
1093,50歳-59歳,有,総数,"2,000歩未満",2010年,4.0,1.9
1094,50歳-59歳,有,総数,"4,000歩-5,999歩",2009年,35.0,19.1
1095,50歳-59歳,有,総数,"4,000歩-5,999歩",2010年,33.0,15.5
1096,50歳-59歳,有,総数,"6,000歩-7,999歩",2009年,26.0,14.2
1097,50歳-59歳,有,総数,"6,000歩-7,999歩",2010年,42.0,19.7
1098,50歳-59歳,有,総数,"8,000歩-9,999歩",2009年,36.0,19.7
1099,50歳-59歳,有,総数,"8,000歩-9,999歩",2010年,42.0,19.7
1100,50歳-59歳,有,総数,総数,2009年,183.0,100.0
1101,50歳-59歳,有,総数,総数,2010年,213.0,100.0
1102,50歳-59歳,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,88.0,48.1
1103,50歳-59歳,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,98.0,46.0
1104,50歳-59歳,無_その他,女性,"10,000歩以上",2009年,53.0,15.4
1105,50歳-59歳,無_その他,女性,"10,000歩以上",2010年,48.0,16.7
1106,50歳-59歳,無_その他,女性,"2,000歩-3,999歩",2009年,59.0,17.1
1107,50歳-59歳,無_その他,女性,"2,000歩-3,999歩",2010年,54.0,18.8
1108,50歳-59歳,無_その他,女性,"2,000歩未満",2009年,13.0,3.8
1109,50歳-59歳,無_その他,女性,"2,000歩未満",2010年,12.0,4.2
1110,50歳-59歳,無_その他,女性,"4,000歩-5,999歩",2009年,84.0,24.3
1111,50歳-59歳,無_その他,女性,"4,000歩-5,999歩",2010年,71.0,24.7
1112,50歳-59歳,無_その他,女性,"6,000歩-7,999歩",2009年,78.0,22.6
1113,50歳-59歳,無_その他,女性,"6,000歩-7,999歩",2010年,65.0,22.6
1114,50歳-59歳,無_その他,女性,"8,000歩-9,999歩",2009年,58.0,16.8
1115,50歳-59歳,無_その他,女性,"8,000歩-9,999歩",2010年,37.0,12.9
1116,50歳-59歳,無_その他,女性,総数,2009年,345.0,100.0
1117,50歳-59歳,無_その他,女性,総数,2010年,287.0,100.0
1118,50歳-59歳,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,103.0,29.9
1119,50歳-59歳,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,82.0,28.6
1120,50歳-59歳,無_その他,男性,"10,000歩以上",2009年,49.0,21.0
1121,50歳-59歳,無_その他,男性,"10,000歩以上",2010年,42.0,20.1
1122,50歳-59歳,無_その他,男性,"2,000歩-3,999歩",2009年,31.0,13.3
1123,50歳-59歳,無_その他,男性,"2,000歩-3,999歩",2010年,36.0,17.2
1124,50歳-59歳,無_その他,男性,"2,000歩未満",2009年,13.0,5.6
1125,50歳-59歳,無_その他,男性,"2,000歩未満",2010年,10.0,4.8
1126,50歳-59歳,無_その他,男性,"4,000歩-5,999歩",2009年,42.0,18.0
1127,50歳-59歳,無_その他,男性,"4,000歩-5,999歩",2010年,50.0,23.9
1128,50歳-59歳,無_その他,男性,"6,000歩-7,999歩",2009年,57.0,24.5
1129,50歳-59歳,無_その他,男性,"6,000歩-7,999歩",2010年,42.0,20.1
1130,50歳-59歳,無_その他,男性,"8,000歩-9,999歩",2009年,41.0,17.6
1131,50歳-59歳,無_その他,男性,"8,000歩-9,999歩",2010年,29.0,13.9
1132,50歳-59歳,無_その他,男性,総数,2009年,233.0,100.0
1133,50歳-59歳,無_その他,男性,総数,2010年,209.0,100.0
1134,50歳-59歳,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,63.0,27.0
1135,50歳-59歳,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,47.0,22.5
1136,50歳-59歳,無_その他,総数,"10,000歩以上",2009年,102.0,17.6
1137,50歳-59歳,無_その他,総数,"10,000歩以上",2010年,90.0,18.1
1138,50歳-59歳,無_その他,総数,"2,000歩-3,999歩",2009年,90.0,15.6
1139,50歳-59歳,無_その他,総数,"2,000歩-3,999歩",2010年,90.0,18.1
1140,50歳-59歳,無_その他,総数,"2,000歩未満",2009年,26.0,4.5
1141,50歳-59歳,無_その他,総数,"2,000歩未満",2010年,22.0,4.4
1142,50歳-59歳,無_その他,総数,"4,000歩-5,999歩",2009年,126.0,21.8
1143,50歳-59歳,無_その他,総数,"4,000歩-5,999歩",2010年,121.0,24.4
1144,50歳-59歳,無_その他,総数,"6,000歩-7,999歩",2009年,135.0,23.4
1145,50歳-59歳,無_その他,総数,"6,000歩-7,999歩",2010年,107.0,21.6
1146,50歳-59歳,無_その他,総数,"8,000歩-9,999歩",2009年,99.0,17.1
1147,50歳-59歳,無_その他,総数,"8,000歩-9,999歩",2010年,66.0,13.3
1148,50歳-59歳,無_その他,総数,総数,2009年,578.0,100.0
1149,50歳-59歳,無_その他,総数,総数,2010年,496.0,100.0
1150,50歳-59歳,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,166.0,28.7
1151,50歳-59歳,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,129.0,26.0
1152,50歳-59歳,無_健康上の理由,女性,"10,000歩以上",2009年,0.0,0.0
1153,50歳-59歳,無_健康上の理由,女性,"10,000歩以上",2010年,2.0,12.5
1154,50歳-59歳,無_健康上の理由,女性,"2,000歩-3,999歩",2009年,4.0,30.8
1155,50歳-59歳,無_健康上の理由,女性,"2,000歩-3,999歩",2010年,6.0,37.5
1156,50歳-59歳,無_健康上の理由,女性,"2,000歩未満",2009年,3.0,23.1
1157,50歳-59歳,無_健康上の理由,女性,"2,000歩未満",2010年,3.0,18.8
1158,50歳-59歳,無_健康上の理由,女性,"4,000歩-5,999歩",2009年,4.0,30.8
1159,50歳-59歳,無_健康上の理由,女性,"4,000歩-5,999歩",2010年,3.0,18.8
1160,50歳-59歳,無_健康上の理由,女性,"6,000歩-7,999歩",2009年,2.0,15.4
1161,50歳-59歳,無_健康上の理由,女性,"6,000歩-7,999歩",2010年,1.0,6.3
1162,50歳-59歳,無_健康上の理由,女性,"8,000歩-9,999歩",2009年,0.0,0.0
1163,50歳-59歳,無_健康上の理由,女性,"8,000歩-9,999歩",2010年,1.0,6.3
1164,50歳-59歳,無_健康上の理由,女性,総数,2009年,13.0,100.0
1165,50歳-59歳,無_健康上の理由,女性,総数,2010年,16.0,100.0
1166,50歳-59歳,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,0.0,0.0
1167,50歳-59歳,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,3.0,18.8
1168,50歳-59歳,無_健康上の理由,男性,"10,000歩以上",2009年,2.0,28.6
1169,50歳-59歳,無_健康上の理由,男性,"10,000歩以上",2010年,1.0,10.0
1170,50歳-59歳,無_健康上の理由,男性,"2,000歩-3,999歩",2009年,2.0,28.6
1171,50歳-59歳,無_健康上の理由,男性,"2,000歩-3,999歩",2010年,1.0,10.0
1172,50歳-59歳,無_健康上の理由,男性,"2,000歩未満",2009年,1.0,14.3
1173,50歳-59歳,無_健康上の理由,男性,"2,000歩未満",2010年,1.0,10.0
1174,50歳-59歳,無_健康上の理由,男性,"4,000歩-5,999歩",2009年,1.0,14.3
1175,50歳-59歳,無_健康上の理由,男性,"4,000歩-5,999歩",2010年,0.0,0.0
1176,50歳-59歳,無_健康上の理由,男性,"6,000歩-7,999歩",2009年,0.0,0.0
1177,50歳-59歳,無_健康上の理由,男性,"6,000歩-7,999歩",2010年,3.0,30.0
1178,50歳-59歳,無_健康上の理由,男性,"8,000歩-9,999歩",2009年,1.0,14.3
1179,50歳-59歳,無_健康上の理由,男性,"8,000歩-9,999歩",2010年,4.0,40.0
1180,50歳-59歳,無_健康上の理由,男性,総数,2009年,7.0,100.0
1181,50歳-59歳,無_健康上の理由,男性,総数,2010年,10.0,100.0
1182,50歳-59歳,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,2.0,28.6
1183,50歳-59歳,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,3.0,30.0
1184,50歳-59歳,無_健康上の理由,総数,"10,000歩以上",2009年,2.0,10.0
1185,50歳-59歳,無_健康上の理由,総数,"10,000歩以上",2010年,3.0,11.5
1186,50歳-59歳,無_健康上の理由,総数,"2,000歩-3,999歩",2009年,6.0,30.0
1187,50歳-59歳,無_健康上の理由,総数,"2,000歩-3,999歩",2010年,7.0,26.9
1188,50歳-59歳,無_健康上の理由,総数,"2,000歩未満",2009年,4.0,20.0
1189,50歳-59歳,無_健康上の理由,総数,"2,000歩未満",2010年,4.0,15.4
1190,50歳-59歳,無_健康上の理由,総数,"4,000歩-5,999歩",2009年,5.0,25.0
1191,50歳-59歳,無_健康上の理由,総数,"4,000歩-5,999歩",2010年,3.0,11.5
1192,50歳-59歳,無_健康上の理由,総数,"6,000歩-7,999歩",2009年,2.0,10.0
1193,50歳-59歳,無_健康上の理由,総数,"6,000歩-7,999歩",2010年,4.0,15.4
1194,50歳-59歳,無_健康上の理由,総数,"8,000歩-9,999歩",2009年,1.0,5.0
1195,50歳-59歳,無_健康上の理由,総数,"8,000歩-9,999歩",2010年,5.0,19.2
1196,50歳-59歳,無_健康上の理由,総数,総数,2009年,20.0,100.0
1197,50歳-59歳,無_健康上の理由,総数,総数,2010年,26.0,100.0
1198,50歳-59歳,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,2.0,10.0
1199,50歳-59歳,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,6.0,23.1
1200,50歳-59歳,総数,女性,"10,000歩以上",2009年,93.0,19.9
1201,50歳-59歳,総数,女性,"10,000歩以上",2010年,92.0,21.0
1202,50歳-59歳,総数,女性,"2,000歩-3,999歩",2009年,69.0,14.7
1203,50歳-59歳,総数,女性,"2,000歩-3,999歩",2010年,73.0,16.7
1204,50歳-59歳,総数,女性,"2,000歩未満",2009年,20.0,4.3
1205,50歳-59歳,総数,女性,"2,000歩未満",2010年,15.0,3.4
1206,50歳-59歳,総数,女性,"4,000歩-5,999歩",2009年,112.0,23.9
1207,50歳-59歳,総数,女性,"4,000歩-5,999歩",2010年,97.0,22.1
1208,50歳-59歳,総数,女性,"6,000歩-7,999歩",2009年,94.0,20.1
1209,50歳-59歳,総数,女性,"6,000歩-7,999歩",2010年,92.0,21.0
1210,50歳-59歳,総数,女性,"8,000歩-9,999歩",2009年,80.0,17.1
1211,50歳-59歳,総数,女性,"8,000歩-9,999歩",2010年,69.0,15.8
1212,50歳-59歳,総数,女性,総数,2009年,468.0,100.0
1213,50歳-59歳,総数,女性,総数,2010年,438.0,100.0
1214,50歳-59歳,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,161.0,34.4
1215,50歳-59歳,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,155.0,35.4
1216,50歳-59歳,総数,男性,"10,000歩以上",2009年,79.0,25.2
1217,50歳-59歳,総数,男性,"10,000歩以上",2010年,70.0,23.6
1218,50歳-59歳,総数,男性,"2,000歩-3,999歩",2009年,39.0,12.5
1219,50歳-59歳,総数,男性,"2,000歩-3,999歩",2010年,47.0,15.8
1220,50歳-59歳,総数,男性,"2,000歩未満",2009年,16.0,5.1
1221,50歳-59歳,総数,男性,"2,000歩未満",2010年,15.0,5.1
1222,50歳-59歳,総数,男性,"4,000歩-5,999歩",2009年,54.0,17.3
1223,50歳-59歳,総数,男性,"4,000歩-5,999歩",2010年,60.0,20.2
1224,50歳-59歳,総数,男性,"6,000歩-7,999歩",2009年,69.0,22.0
1225,50歳-59歳,総数,男性,"6,000歩-7,999歩",2010年,61.0,20.5
1226,50歳-59歳,総数,男性,"8,000歩-9,999歩",2009年,56.0,17.9
1227,50歳-59歳,総数,男性,"8,000歩-9,999歩",2010年,44.0,14.8
1228,50歳-59歳,総数,男性,総数,2009年,313.0,100.0
1229,50歳-59歳,総数,男性,総数,2010年,297.0,100.0
1230,50歳-59歳,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,95.0,30.4
1231,50歳-59歳,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,78.0,26.3
1232,50歳-59歳,総数,総数,"10,000歩以上",2009年,172.0,22.0
1233,50歳-59歳,総数,総数,"10,000歩以上",2010年,162.0,22.0
1234,50歳-59歳,総数,総数,"2,000歩-3,999歩",2009年,108.0,13.8
1235,50歳-59歳,総数,総数,"2,000歩-3,999歩",2010年,120.0,16.3
1236,50歳-59歳,総数,総数,"2,000歩未満",2009年,36.0,4.6
1237,50歳-59歳,総数,総数,"2,000歩未満",2010年,30.0,4.1
1238,50歳-59歳,総数,総数,"4,000歩-5,999歩",2009年,166.0,21.3
1239,50歳-59歳,総数,総数,"4,000歩-5,999歩",2010年,157.0,21.4
1240,50歳-59歳,総数,総数,"6,000歩-7,999歩",2009年,163.0,20.9
1241,50歳-59歳,総数,総数,"6,000歩-7,999歩",2010年,153.0,20.8
1242,50歳-59歳,総数,総数,"8,000歩-9,999歩",2009年,136.0,17.4
1243,50歳-59歳,総数,総数,"8,000歩-9,999歩",2010年,113.0,15.4
1244,50歳-59歳,総数,総数,総数,2009年,781.0,100.0
1245,50歳-59歳,総数,総数,総数,2010年,735.0,100.0
1246,50歳-59歳,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,256.0,32.8
1247,50歳-59歳,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,233.0,31.7
1248,60歳-69歳,有,女性,"10,000歩以上",2009年,67.0,25.8
1249,60歳-69歳,有,女性,"10,000歩以上",2010年,53.0,22.4
1250,60歳-69歳,有,女性,"2,000歩-3,999歩",2009年,36.0,13.8
1251,60歳-69歳,有,女性,"2,000歩-3,999歩",2010年,35.0,14.8
1252,60歳-69歳,有,女性,"2,000歩未満",2009年,15.0,5.8
1253,60歳-69歳,有,女性,"2,000歩未満",2010年,5.0,2.1
1254,60歳-69歳,有,女性,"4,000歩-5,999歩",2009年,41.0,15.8
1255,60歳-69歳,有,女性,"4,000歩-5,999歩",2010年,46.0,19.4
1256,60歳-69歳,有,女性,"6,000歩-7,999歩",2009年,47.0,18.1
1257,60歳-69歳,有,女性,"6,000歩-7,999歩",2010年,52.0,21.9
1258,60歳-69歳,有,女性,"8,000歩-9,999歩",2009年,54.0,20.8
1259,60歳-69歳,有,女性,"8,000歩-9,999歩",2010年,46.0,19.4
1260,60歳-69歳,有,女性,総数,2009年,260.0,100.0
1261,60歳-69歳,有,女性,総数,2010年,237.0,100.0
1262,60歳-69歳,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,108.0,41.5
1263,60歳-69歳,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,93.0,39.2
1264,60歳-69歳,有,男性,"10,000歩以上",2009年,56.0,27.7
1265,60歳-69歳,有,男性,"10,000歩以上",2010年,69.0,32.4
1266,60歳-69歳,有,男性,"2,000歩-3,999歩",2009年,33.0,16.3
1267,60歳-69歳,有,男性,"2,000歩-3,999歩",2010年,16.0,7.5
1268,60歳-69歳,有,男性,"2,000歩未満",2009年,5.0,2.5
1269,60歳-69歳,有,男性,"2,000歩未満",2010年,4.0,1.9
1270,60歳-69歳,有,男性,"4,000歩-5,999歩",2009年,36.0,17.8
1271,60歳-69歳,有,男性,"4,000歩-5,999歩",2010年,53.0,24.9
1272,60歳-69歳,有,男性,"6,000歩-7,999歩",2009年,33.0,16.3
1273,60歳-69歳,有,男性,"6,000歩-7,999歩",2010年,35.0,16.4
1274,60歳-69歳,有,男性,"8,000歩-9,999歩",2009年,39.0,19.3
